id,pregunta_id,etiqueta,texto,es_correcta
665,167,A,Opción A de la pregunta 167,0
666,167,B,Opción B de la pregunta 167,0
667,167,C,Opción C de la pregunta 167,0
668,167,D,Opción D de la pregunta 167,1
669,168,A,Opción A de la pregunta 168,0
670,168,B,Opción B de la pregunta 168,0
671,168,C,Opción C de la pregunta 168,0
672,168,D,Opción D de la pregunta 168,1
673,169,A,Opción A de la pregunta 169,0
674,169,B,Opción B de la pregunta 169,0
675,169,C,Opción C de la pregunta 169,0
676,169,D,Opción D de la pregunta 169,1
677,170,A,Opción A de la pregunta 170,0
678,170,B,Opción B de la pregunta 170,0
679,170,C,Opción C de la pregunta 170,0
680,170,D,Opción D de la pregunta 170,1
681,171,A,Opción A de la pregunta 171,0
682,171,B,Opción B de la pregunta 171,1
683,171,C,Opción C de la pregunta 171,0
684,171,D,Opción D de la pregunta 171,0
685,172,A,Opción A de la pregunta 172,1
686,172,B,Opción B de la pregunta 172,0
687,172,C,Opción C de la pregunta 172,0
688,172,D,Opción D de la pregunta 172,0
689,173,A,Opción A de la pregunta 173,0
690,173,B,Opción B de la pregunta 173,0
691,173,C,Opción C de la pregunta 173,0
692,173,D,Opción D de la pregunta 173,1
693,174,A,Opción A de la pregunta 174,0
694,174,B,Opción B de la pregunta 174,0
695,174,C,Opción C de la pregunta 174,0
696,174,D,Opción D de la pregunta 174,1
697,175,A,Opción A de la pregunta 175,0
698,175,B,Opción B de la pregunta 175,1
699,175,C,Opción C de la pregunta 175,0
700,175,D,Opción D de la pregunta 175,0
701,176,A,Opción A de la pregunta 176,1
702,176,B,Opción B de la pregunta 176,0
703,176,C,Opción C de la pregunta 176,0
704,176,D,Opción D de la pregunta 176,0
705,177,A,Opción A de la pregunta 177,0
706,177,B,Opción B de la pregunta 177,0
707,177,C,Opción C de la pregunta 177,0
708,177,D,Opción D de la pregunta 177,1
709,178,A,Opción A de la pregunta 178,0
710,178,B,Opción B de la pregunta 178,0
711,178,C,Opción C de la pregunta 178,0
712,178,D,Opción D de la pregunta 178,1
713,179,A,Opción A de la pregunta 179,0
714,179,B,Opción B de la pregunta 179,0
715,179,C,Opción C de la pregunta 179,0
716,179,D,Opción D de la pregunta 179,1
717,180,A,Opción A de la pregunta 180,0
718,180,B,Opción B de la pregunta 180,0
719,180,C,Opción C de la pregunta 180,1
720,180,D,Opción D de la pregunta 180,0
721,181,A,Opción A de la pregunta 181,1
722,181,B,Opción B de la pregunta 181,0
723,181,C,Opción C de la pregunta 181,0
724,181,D,Opción D de la pregunta 181,0
725,182,A,Opción A de la pregunta 182,0
726,182,B,Opción B de la pregunta 182,0
727,182,C,Opción C de la pregunta 182,0
728,182,D,Opción D de la pregunta 182,1
729,183,A,Opción A de la pregunta 183,0
730,183,B,Opción B de la pregunta 183,1
731,183,C,Opción C de la pregunta 183,0
732,183,D,Opción D de la pregunta 183,0
733,184,A,Opción A de la pregunta 184,1
734,184,B,Opción B de la pregunta 184,0
735,184,C,Opción C de la pregunta 184,0
736,184,D,Opción D de la pregunta 184,0
737,185,A,Opción A de la pregunta 185,0
738,185,B,Opción B de la pregunta 185,0
739,185,C,Opción C de la pregunta 185,0
740,185,D,Opción D de la pregunta 185,1
741,186,A,Opción A de la pregunta 186,0
742,186,B,Opción B de la pregunta 186,0
743,186,C,Opción C de la pregunta 186,0
744,186,D,Opción D de la pregunta 186,1
745,187,A,Opción A de la pregunta 187,1
746,187,B,Opción B de la pregunta 187,0
747,187,C,Opción C de la pregunta 187,0
748,187,D,Opción D de la pregunta 187,0
749,188,A,Opción A de la pregunta 188,0
750,188,B,Opción B de la pregunta 188,1
751,188,C,Opción C de la pregunta 188,0
752,188,D,Opción D de la pregunta 188,0
753,189,A,Opción A de la pregunta 189,0
754,189,B,Opción B de la pregunta 189,0
755,189,C,Opción C de la pregunta 189,1
756,189,D,Opción D de la pregunta 189,0
757,190,A,Opción A de la pregunta 190,0
758,190,B,Opción B de la pregunta 190,0
759,190,C,Opción C de la pregunta 190,1
760,190,D,Opción D de la pregunta 190,0
761,191,A,Opción A de la pregunta 191,0
762,191,B,Opción B de la pregunta 191,1
763,191,C,Opción C de la pregunta 191,0
764,191,D,Opción D de la pregunta 191,0
765,192,A,Opción A de la pregunta 192,0
766,192,B,Opción B de la pregunta 192,1
767,192,C,Opción C de la pregunta 192,0
768,192,D,Opción D de la pregunta 192,0
769,193,A,Opción A de la pregunta 193,1
770,193,B,Opción B de la pregunta 193,0
771,193,C,Opción C de la pregunta 193,0
772,193,D,Opción D de la pregunta 193,0
773,194,A,Opción A de la pregunta 194,1
774,194,B,Opción B de la pregunta 194,0
775,194,C,Opción C de la pregunta 194,0
776,194,D,Opción D de la pregunta 194,0
777,195,A,Opción A de la pregunta 195,0
778,195,B,Opción B de la pregunta 195,0
779,195,C,Opción C de la pregunta 195,0
780,195,D,Opción D de la pregunta 195,1
781,196,A,Opción A de la pregunta 196,1
782,196,B,Opción B de la pregunta 196,0
783,196,C,Opción C de la pregunta 196,0
784,196,D,Opción D de la pregunta 196,0
785,197,A,Opción A de la pregunta 197,0
786,197,B,Opción B de la pregunta 197,0
787,197,C,Opción C de la pregunta 197,0
788,197,D,Opción D de la pregunta 197,1
789,198,A,Opción A de la pregunta 198,0
790,198,B,Opción B de la pregunta 198,1
791,198,C,Opción C de la pregunta 198,0
792,198,D,Opción D de la pregunta 198,0
793,199,A,Opción A de la pregunta 199,0
794,199,B,Opción B de la pregunta 199,1
795,199,C,Opción C de la pregunta 199,0
796,199,D,Opción D de la pregunta 199,0
797,200,A,Opción A de la pregunta 200,0
798,200,B,Opción B de la pregunta 200,0
799,200,C,Opción C de la pregunta 200,0
800,200,D,Opción D de la pregunta 200,1
801,201,A,Opción A de la pregunta 201,0
802,201,B,Opción B de la pregunta 201,0
803,201,C,Opción C de la pregunta 201,1
804,201,D,Opción D de la pregunta 201,0
805,202,A,Opción A de la pregunta 202,0
806,202,B,Opción B de la pregunta 202,0
807,202,C,Opción C de la pregunta 202,0
808,202,D,Opción D de la pregunta 202,1
809,203,A,Opción A de la pregunta 203,0
810,203,B,Opción B de la pregunta 203,1
811,203,C,Opción C de la pregunta 203,0
812,203,D,Opción D de la pregunta 203,0
813,204,A,Opción A de la pregunta 204,0
814,204,B,Opción B de la pregunta 204,0
815,204,C,Opción C de la pregunta 204,1
816,204,D,Opción D de la pregunta 204,0
817,205,A,Opción A de la pregunta 205,1
818,205,B,Opción B de la pregunta 205,0
819,205,C,Opción C de la pregunta 205,0
820,205,D,Opción D de la pregunta 205,0
821,206,A,Opción A de la pregunta 206,0
822,206,B,Opción B de la pregunta 206,0
823,206,C,Opción C de la pregunta 206,1
824,206,D,Opción D de la pregunta 206,0
825,207,A,Opción A de la pregunta 207,1
826,207,B,Opción B de la pregunta 207,0
827,207,C,Opción C de la pregunta 207,0
828,207,D,Opción D de la pregunta 207,0
829,208,A,Opción A de la pregunta 208,1
830,208,B,Opción B de la pregunta 208,0
831,208,C,Opción C de la pregunta 208,0
832,208,D,Opción D de la pregunta 208,0
833,209,A,Opción A de la pregunta 209,0
834,209,B,Opción B de la pregunta 209,1
835,209,C,Opción C de la pregunta 209,0
836,209,D,Opción D de la pregunta 209,0
837,210,A,Opción A de la pregunta 210,0
838,210,B,Opción B de la pregunta 210,0
839,210,C,Opción C de la pregunta 210,1
840,210,D,Opción D de la pregunta 210,0
841,211,A,Opción A de la pregunta 211,0
842,211,B,Opción B de la pregunta 211,0
843,211,C,Opción C de la pregunta 211,1
844,211,D,Opción D de la pregunta 211,0
845,212,A,Opción A de la pregunta 212,0
846,212,B,Opción B de la pregunta 212,0
847,212,C,Opción C de la pregunta 212,0
848,212,D,Opción D de la pregunta 212,1
849,213,A,Opción A de la pregunta 213,0
850,213,B,Opción B de la pregunta 213,0
851,213,C,Opción C de la pregunta 213,1
852,213,D,Opción D de la pregunta 213,0
853,214,A,Opción A de la pregunta 214,1
854,214,B,Opción B de la pregunta 214,0
855,214,C,Opción C de la pregunta 214,0
856,214,D,Opción D de la pregunta 214,0
857,215,A,Opción A de la pregunta 215,0
858,215,B,Opción B de la pregunta 215,0
859,215,C,Opción C de la pregunta 215,1
860,215,D,Opción D de la pregunta 215,0
861,216,A,Opción A de la pregunta 216,0
862,216,B,Opción B de la pregunta 216,0
863,216,C,Opción C de la pregunta 216,0
864,216,D,Opción D de la pregunta 216,1
865,217,A,Opción A de la pregunta 217,0
866,217,B,Opción B de la pregunta 217,0
867,217,C,Opción C de la pregunta 217,1
868,217,D,Opción D de la pregunta 217,0
869,218,A,Opción A de la pregunta 218,1
870,218,B,Opción B de la pregunta 218,0
871,218,C,Opción C de la pregunta 218,0
872,218,D,Opción D de la pregunta 218,0
873,219,A,Opción A de la pregunta 219,1
874,219,B,Opción B de la pregunta 219,0
875,219,C,Opción C de la pregunta 219,0
876,219,D,Opción D de la pregunta 219,0
877,220,A,Opción A de la pregunta 220,0
878,220,B,Opción B de la pregunta 220,0
879,220,C,Opción C de la pregunta 220,1
880,220,D,Opción D de la pregunta 220,0
881,221,A,Opción A de la pregunta 221,0
882,221,B,Opción B de la pregunta 221,1
883,221,C,Opción C de la pregunta 221,0
884,221,D,Opción D de la pregunta 221,0
885,222,A,Opción A de la pregunta 222,0
886,222,B,Opción B de la pregunta 222,0
887,222,C,Opción C de la pregunta 222,0
888,222,D,Opción D de la pregunta 222,1
889,223,A,Opción A de la pregunta 223,0
890,223,B,Opción B de la pregunta 223,0
891,223,C,Opción C de la pregunta 223,0
892,223,D,Opción D de la pregunta 223,1
893,224,A,Opción A de la pregunta 224,0
894,224,B,Opción B de la pregunta 224,0
895,224,C,Opción C de la pregunta 224,1
896,224,D,Opción D de la pregunta 224,0
897,225,A,Opción A de la pregunta 225,0
898,225,B,Opción B de la pregunta 225,0
899,225,C,Opción C de la pregunta 225,1
900,225,D,Opción D de la pregunta 225,0
901,226,A,Opción A de la pregunta 226,0
902,226,B,Opción B de la pregunta 226,1
903,226,C,Opción C de la pregunta 226,0
904,226,D,Opción D de la pregunta 226,0
905,227,A,Opción A de la pregunta 227,0
906,227,B,Opción B de la pregunta 227,0
907,227,C,Opción C de la pregunta 227,1
908,227,D,Opción D de la pregunta 227,0
909,228,A,Opción A de la pregunta 228,1
910,228,B,Opción B de la pregunta 228,0
911,228,C,Opción C de la pregunta 228,0
912,228,D,Opción D de la pregunta 228,0
913,229,A,Opción A de la pregunta 229,0
914,229,B,Opción B de la pregunta 229,0
915,229,C,Opción C de la pregunta 229,1
916,229,D,Opción D de la pregunta 229,0
917,230,A,Opción A de la pregunta 230,1
918,230,B,Opción B de la pregunta 230,0
919,230,C,Opción C de la pregunta 230,0
920,230,D,Opción D de la pregunta 230,0
921,231,A,Opción A de la pregunta 231,0
922,231,B,Opción B de la pregunta 231,1
923,231,C,Opción C de la pregunta 231,0
924,231,D,Opción D de la pregunta 231,0
925,232,A,Opción A de la pregunta 232,0
926,232,B,Opción B de la pregunta 232,0
927,232,C,Opción C de la pregunta 232,0
928,232,D,Opción D de la pregunta 232,1
929,233,A,Opción A de la pregunta 233,0
930,233,B,Opción B de la pregunta 233,0
931,233,C,Opción C de la pregunta 233,0
932,233,D,Opción D de la pregunta 233,1
933,234,A,Opción A de la pregunta 234,0
934,234,B,Opción B de la pregunta 234,1
935,234,C,Opción C de la pregunta 234,0
936,234,D,Opción D de la pregunta 234,0
937,235,A,Opción A de la pregunta 235,0
938,235,B,Opción B de la pregunta 235,0
939,235,C,Opción C de la pregunta 235,0
940,235,D,Opción D de la pregunta 235,1
941,236,A,Opción A de la pregunta 236,1
942,236,B,Opción B de la pregunta 236,0
943,236,C,Opción C de la pregunta 236,0
944,236,D,Opción D de la pregunta 236,0
945,237,A,Opción A de la pregunta 237,0
946,237,B,Opción B de la pregunta 237,1
947,237,C,Opción C de la pregunta 237,0
948,237,D,Opción D de la pregunta 237,0
949,238,A,Opción A de la pregunta 238,0
950,238,B,Opción B de la pregunta 238,0
951,238,C,Opción C de la pregunta 238,0
952,238,D,Opción D de la pregunta 238,1
953,239,A,Opción A de la pregunta 239,0
954,239,B,Opción B de la pregunta 239,1
955,239,C,Opción C de la pregunta 239,0
956,239,D,Opción D de la pregunta 239,0
957,240,A,Opción A de la pregunta 240,0
958,240,B,Opción B de la pregunta 240,0
959,240,C,Opción C de la pregunta 240,1
960,240,D,Opción D de la pregunta 240,0
961,241,A,Opción A de la pregunta 241,0
962,241,B,Opción B de la pregunta 241,1
963,241,C,Opción C de la pregunta 241,0
964,241,D,Opción D de la pregunta 241,0
965,242,A,Opción A de la pregunta 242,0
966,242,B,Opción B de la pregunta 242,0
967,242,C,Opción C de la pregunta 242,1
968,242,D,Opción D de la pregunta 242,0
969,243,A,Opción A de la pregunta 243,0
970,243,B,Opción B de la pregunta 243,0
971,243,C,Opción C de la pregunta 243,0
972,243,D,Opción D de la pregunta 243,1
973,244,A,Opción A de la pregunta 244,1
974,244,B,Opción B de la pregunta 244,0
975,244,C,Opción C de la pregunta 244,0
976,244,D,Opción D de la pregunta 244,0
977,245,A,Opción A de la pregunta 245,0
978,245,B,Opción B de la pregunta 245,0
979,245,C,Opción C de la pregunta 245,0
980,245,D,Opción D de la pregunta 245,1
981,246,A,Opción A de la pregunta 246,0
982,246,B,Opción B de la pregunta 246,1
983,246,C,Opción C de la pregunta 246,0
984,246,D,Opción D de la pregunta 246,0
985,247,A,Opción A de la pregunta 247,0
986,247,B,Opción B de la pregunta 247,0
987,247,C,Opción C de la pregunta 247,1
988,247,D,Opción D de la pregunta 247,0
989,248,A,Opción A de la pregunta 248,0
990,248,B,Opción B de la pregunta 248,1
991,248,C,Opción C de la pregunta 248,0
992,248,D,Opción D de la pregunta 248,0
993,249,A,Opción A de la pregunta 249,0
994,249,B,Opción B de la pregunta 249,0
995,249,C,Opción C de la pregunta 249,1
996,249,D,Opción D de la pregunta 249,0
997,250,A,Opción A de la pregunta 250,0
998,250,B,Opción B de la pregunta 250,0
999,250,C,Opción C de la pregunta 250,0
1000,250,D,Opción D de la pregunta 250,1
1001,251,A,Opción A de la pregunta 251,0
1002,251,B,Opción B de la pregunta 251,1
1003,251,C,Opción C de la pregunta 251,0
1004,251,D,Opción D de la pregunta 251,0
1005,252,A,Opción A de la pregunta 252,0
1006,252,B,Opción B de la pregunta 252,1
1007,252,C,Opción C de la pregunta 252,0
1008,252,D,Opción D de la pregunta 252,0
1009,253,A,Opción A de la pregunta 253,0
1010,253,B,Opción B de la pregunta 253,1
1011,253,C,Opción C de la pregunta 253,0
1012,253,D,Opción D de la pregunta 253,0
1013,254,A,Opción A de la pregunta 254,0
1014,254,B,Opción B de la pregunta 254,0
1015,254,C,Opción C de la pregunta 254,0
1016,254,D,Opción D de la pregunta 254,1
1017,255,A,Opción A de la pregunta 255,0
1018,255,B,Opción B de la pregunta 255,0
1019,255,C,Opción C de la pregunta 255,1
1020,255,D,Opción D de la pregunta 255,0
1021,256,A,Opción A de la pregunta 256,0
1022,256,B,Opción B de la pregunta 256,0
1023,256,C,Opción C de la pregunta 256,1
1024,256,D,Opción D de la pregunta 256,0
1025,257,A,Opción A de la pregunta 257,0
1026,257,B,Opción B de la pregunta 257,1
1027,257,C,Opción C de la pregunta 257,0
1028,257,D,Opción D de la pregunta 257,0
1029,258,A,Opción A de la pregunta 258,0
1030,258,B,Opción B de la pregunta 258,1
1031,258,C,Opción C de la pregunta 258,0
1032,258,D,Opción D de la pregunta 258,0
1033,259,A,Opción A de la pregunta 259,1
1034,259,B,Opción B de la pregunta 259,0
1035,259,C,Opción C de la pregunta 259,0
1036,259,D,Opción D de la pregunta 259,0
1037,260,A,Opción A de la pregunta 260,1
1038,260,B,Opción B de la pregunta 260,0
1039,260,C,Opción C de la pregunta 260,0
1040,260,D,Opción D de la pregunta 260,0
1041,261,A,Opción A de la pregunta 261,0
1042,261,B,Opción B de la pregunta 261,0
1043,261,C,Opción C de la pregunta 261,0
1044,261,D,Opción D de la pregunta 261,1
1045,262,A,Opción A de la pregunta 262,0
1046,262,B,Opción B de la pregunta 262,1
1047,262,C,Opción C de la pregunta 262,0
1048,262,D,Opción D de la pregunta 262,0
1049,263,A,Opción A de la pregunta 263,1
1050,263,B,Opción B de la pregunta 263,0
1051,263,C,Opción C de la pregunta 263,0
1052,263,D,Opción D de la pregunta 263,0
1053,264,A,Opción A de la pregunta 264,0
1054,264,B,Opción B de la pregunta 264,1
1055,264,C,Opción C de la pregunta 264,0
1056,264,D,Opción D de la pregunta 264,0
1057,265,A,Opción A de la pregunta 265,0
1058,265,B,Opción B de la pregunta 265,0
1059,265,C,Opción C de la pregunta 265,0
1060,265,D,Opción D de la pregunta 265,1
1061,266,A,Opción A de la pregunta 266,1
1062,266,B,Opción B de la pregunta 266,0
1063,266,C,Opción C de la pregunta 266,0
1064,266,D,Opción D de la pregunta 266,0
1065,267,A,Opción A de la pregunta 267,0
1066,267,B,Opción B de la pregunta 267,0
1067,267,C,Opción C de la pregunta 267,1
1068,267,D,Opción D de la pregunta 267,0
1069,268,A,Opción A de la pregunta 268,0
1070,268,B,Opción B de la pregunta 268,0
1071,268,C,Opción C de la pregunta 268,1
1072,268,D,Opción D de la pregunta 268,0
1073,269,A,Opción A de la pregunta 269,0
1074,269,B,Opción B de la pregunta 269,0
1075,269,C,Opción C de la pregunta 269,1
1076,269,D,Opción D de la pregunta 269,0
1077,270,A,Opción A de la pregunta 270,1
1078,270,B,Opción B de la pregunta 270,0
1079,270,C,Opción C de la pregunta 270,0
1080,270,D,Opción D de la pregunta 270,0
1081,271,A,Opción A de la pregunta 271,0
1082,271,B,Opción B de la pregunta 271,0
1083,271,C,Opción C de la pregunta 271,1
1084,271,D,Opción D de la pregunta 271,0
1085,272,A,Opción A de la pregunta 272,0
1086,272,B,Opción B de la pregunta 272,0
1087,272,C,Opción C de la pregunta 272,1
1088,272,D,Opción D de la pregunta 272,0
1089,273,A,Opción A de la pregunta 273,0
1090,273,B,Opción B de la pregunta 273,0
1091,273,C,Opción C de la pregunta 273,1
1092,273,D,Opción D de la pregunta 273,0
1093,274,A,Opción A de la pregunta 274,0
1094,274,B,Opción B de la pregunta 274,0
1095,274,C,Opción C de la pregunta 274,0
1096,274,D,Opción D de la pregunta 274,1
1097,275,A,Opción A de la pregunta 275,0
1098,275,B,Opción B de la pregunta 275,0
1099,275,C,Opción C de la pregunta 275,1
1100,275,D,Opción D de la pregunta 275,0
1101,276,A,Opción A de la pregunta 276,0
1102,276,B,Opción B de la pregunta 276,0
1103,276,C,Opción C de la pregunta 276,1
1104,276,D,Opción D de la pregunta 276,0
1105,277,A,Opción A de la pregunta 277,0
1106,277,B,Opción B de la pregunta 277,0
1107,277,C,Opción C de la pregunta 277,0
1108,277,D,Opción D de la pregunta 277,1
1109,278,A,Opción A de la pregunta 278,0
1110,278,B,Opción B de la pregunta 278,0
1111,278,C,Opción C de la pregunta 278,0
1112,278,D,Opción D de la pregunta 278,1
1113,279,A,Opción A de la pregunta 279,1
1114,279,B,Opción B de la pregunta 279,0
1115,279,C,Opción C de la pregunta 279,0
1116,279,D,Opción D de la pregunta 279,0
1117,280,A,Opción A de la pregunta 280,0
1118,280,B,Opción B de la pregunta 280,0
1119,280,C,Opción C de la pregunta 280,0
1120,280,D,Opción D de la pregunta 280,1
1121,281,A,Opción A de la pregunta 281,1
1122,281,B,Opción B de la pregunta 281,0
1123,281,C,Opción C de la pregunta 281,0
1124,281,D,Opción D de la pregunta 281,0
1125,282,A,Opción A de la pregunta 282,0
1126,282,B,Opción B de la pregunta 282,0
1127,282,C,Opción C de la pregunta 282,0
1128,282,D,Opción D de la pregunta 282,1
1129,283,A,Opción A de la pregunta 283,0
1130,283,B,Opción B de la pregunta 283,1
1131,283,C,Opción C de la pregunta 283,0
1132,283,D,Opción D de la pregunta 283,0
1133,284,A,Opción A de la pregunta 284,0
1134,284,B,Opción B de la pregunta 284,1
1135,284,C,Opción C de la pregunta 284,0
1136,284,D,Opción D de la pregunta 284,0
1137,285,A,Opción A de la pregunta 285,1
1138,285,B,Opción B de la pregunta 285,0
1139,285,C,Opción C de la pregunta 285,0
1140,285,D,Opción D de la pregunta 285,0
1141,286,A,Opción A de la pregunta 286,0
1142,286,B,Opción B de la pregunta 286,0
1143,286,C,Opción C de la pregunta 286,0
1144,286,D,Opción D de la pregunta 286,1
1145,287,A,Opción A de la pregunta 287,1
1146,287,B,Opción B de la pregunta 287,0
1147,287,C,Opción C de la pregunta 287,0
1148,287,D,Opción D de la pregunta 287,0
1149,288,A,Opción A de la pregunta 288,0
1150,288,B,Opción B de la pregunta 288,0
1151,288,C,Opción C de la pregunta 288,1
1152,288,D,Opción D de la pregunta 288,0
1153,289,A,Opción A de la pregunta 289,0
1154,289,B,Opción B de la pregunta 289,0
1155,289,C,Opción C de la pregunta 289,1
1156,289,D,Opción D de la pregunta 289,0
1157,290,A,Opción A de la pregunta 290,0
1158,290,B,Opción B de la pregunta 290,0
1159,290,C,Opción C de la pregunta 290,0
1160,290,D,Opción D de la pregunta 290,1
1161,291,A,Opción A de la pregunta 291,0
1162,291,B,Opción B de la pregunta 291,0
1163,291,C,Opción C de la pregunta 291,1
1164,291,D,Opción D de la pregunta 291,0
1165,292,A,Opción A de la pregunta 292,1
1166,292,B,Opción B de la pregunta 292,0
1167,292,C,Opción C de la pregunta 292,0
1168,292,D,Opción D de la pregunta 292,0
1169,293,A,Opción A de la pregunta 293,0
1170,293,B,Opción B de la pregunta 293,0
1171,293,C,Opción C de la pregunta 293,0
1172,293,D,Opción D de la pregunta 293,1
1173,294,A,Opción A de la pregunta 294,0
1174,294,B,Opción B de la pregunta 294,0
1175,294,C,Opción C de la pregunta 294,0
1176,294,D,Opción D de la pregunta 294,1
1177,295,A,Opción A de la pregunta 295,1
1178,295,B,Opción B de la pregunta 295,0
1179,295,C,Opción C de la pregunta 295,0
1180,295,D,Opción D de la pregunta 295,0
1181,296,A,Opción A de la pregunta 296,0
1182,296,B,Opción B de la pregunta 296,0
1183,296,C,Opción C de la pregunta 296,1
1184,296,D,Opción D de la pregunta 296,0
1185,297,A,Opción A de la pregunta 297,0
1186,297,B,Opción B de la pregunta 297,0
1187,297,C,Opción C de la pregunta 297,1
1188,297,D,Opción D de la pregunta 297,0
1189,298,A,Opción A de la pregunta 298,0
1190,298,B,Opción B de la pregunta 298,1
1191,298,C,Opción C de la pregunta 298,0
1192,298,D,Opción D de la pregunta 298,0
1193,299,A,Opción A de la pregunta 299,0
1194,299,B,Opción B de la pregunta 299,0
1195,299,C,Opción C de la pregunta 299,0
1196,299,D,Opción D de la pregunta 299,1
1197,300,A,Opción A de la pregunta 300,1
1198,300,B,Opción B de la pregunta 300,0
1199,300,C,Opción C de la pregunta 300,0
1200,300,D,Opción D de la pregunta 300,0
1201,301,A,Opción A de la pregunta 301,1
1202,301,B,Opción B de la pregunta 301,0
1203,301,C,Opción C de la pregunta 301,0
1204,301,D,Opción D de la pregunta 301,0
1205,302,A,Opción A de la pregunta 302,0
1206,302,B,Opción B de la pregunta 302,1
1207,302,C,Opción C de la pregunta 302,0
1208,302,D,Opción D de la pregunta 302,0
1209,303,A,Opción A de la pregunta 303,1
1210,303,B,Opción B de la pregunta 303,0
1211,303,C,Opción C de la pregunta 303,0
1212,303,D,Opción D de la pregunta 303,0
1213,304,A,Opción A de la pregunta 304,0
1214,304,B,Opción B de la pregunta 304,0
1215,304,C,Opción C de la pregunta 304,1
1216,304,D,Opción D de la pregunta 304,0
1217,305,A,Opción A de la pregunta 305,0
1218,305,B,Opción B de la pregunta 305,1
1219,305,C,Opción C de la pregunta 305,0
1220,305,D,Opción D de la pregunta 305,0
1221,306,A,Opción A de la pregunta 306,0
1222,306,B,Opción B de la pregunta 306,0
1223,306,C,Opción C de la pregunta 306,0
1224,306,D,Opción D de la pregunta 306,1
1225,307,A,Opción A de la pregunta 307,1
1226,307,B,Opción B de la pregunta 307,0
1227,307,C,Opción C de la pregunta 307,0
1228,307,D,Opción D de la pregunta 307,0
1229,308,A,Opción A de la pregunta 308,0
1230,308,B,Opción B de la pregunta 308,1
1231,308,C,Opción C de la pregunta 308,0
1232,308,D,Opción D de la pregunta 308,0
1233,309,A,Opción A de la pregunta 309,0
1234,309,B,Opción B de la pregunta 309,1
1235,309,C,Opción C de la pregunta 309,0
1236,309,D,Opción D de la pregunta 309,0
1237,310,A,Opción A de la pregunta 310,0
1238,310,B,Opción B de la pregunta 310,1
1239,310,C,Opción C de la pregunta 310,0
1240,310,D,Opción D de la pregunta 310,0
1241,311,A,Opción A de la pregunta 311,0
1242,311,B,Opción B de la pregunta 311,0
1243,311,C,Opción C de la pregunta 311,1
1244,311,D,Opción D de la pregunta 311,0
1245,312,A,Opción A de la pregunta 312,1
1246,312,B,Opción B de la pregunta 312,0
1247,312,C,Opción C de la pregunta 312,0
1248,312,D,Opción D de la pregunta 312,0
1249,313,A,Opción A de la pregunta 313,0
1250,313,B,Opción B de la pregunta 313,0
1251,313,C,Opción C de la pregunta 313,1
1252,313,D,Opción D de la pregunta 313,0
1253,314,A,Opción A de la pregunta 314,0
1254,314,B,Opción B de la pregunta 314,0
1255,314,C,Opción C de la pregunta 314,1
1256,314,D,Opción D de la pregunta 314,0
1257,315,A,Opción A de la pregunta 315,0
1258,315,B,Opción B de la pregunta 315,1
1259,315,C,Opción C de la pregunta 315,0
1260,315,D,Opción D de la pregunta 315,0
1261,316,A,Opción A de la pregunta 316,0
1262,316,B,Opción B de la pregunta 316,0
1263,316,C,Opción C de la pregunta 316,1
1264,316,D,Opción D de la pregunta 316,0
1265,317,A,Opción A de la pregunta 317,1
1266,317,B,Opción B de la pregunta 317,0
1267,317,C,Opción C de la pregunta 317,0
1268,317,D,Opción D de la pregunta 317,0
1269,318,A,Opción A de la pregunta 318,0
1270,318,B,Opción B de la pregunta 318,1
1271,318,C,Opción C de la pregunta 318,0
1272,318,D,Opción D de la pregunta 318,0
1273,319,A,Opción A de la pregunta 319,1
1274,319,B,Opción B de la pregunta 319,0
1275,319,C,Opción C de la pregunta 319,0
1276,319,D,Opción D de la pregunta 319,0
1277,320,A,Opción A de la pregunta 320,1
1278,320,B,Opción B de la pregunta 320,0
1279,320,C,Opción C de la pregunta 320,0
1280,320,D,Opción D de la pregunta 320,0
1281,321,A,Opción A de la pregunta 321,1
1282,321,B,Opción B de la pregunta 321,0
1283,321,C,Opción C de la pregunta 321,0
1284,321,D,Opción D de la pregunta 321,0
1285,322,A,Opción A de la pregunta 322,0
1286,322,B,Opción B de la pregunta 322,1
1287,322,C,Opción C de la pregunta 322,0
1288,322,D,Opción D de la pregunta 322,0
1289,323,A,Opción A de la pregunta 323,0
1290,323,B,Opción B de la pregunta 323,0
1291,323,C,Opción C de la pregunta 323,1
1292,323,D,Opción D de la pregunta 323,0
1293,324,A,Opción A de la pregunta 324,1
1294,324,B,Opción B de la pregunta 324,0
1295,324,C,Opción C de la pregunta 324,0
1296,324,D,Opción D de la pregunta 324,0
1297,325,A,Opción A de la pregunta 325,0
1298,325,B,Opción B de la pregunta 325,0
1299,325,C,Opción C de la pregunta 325,0
1300,325,D,Opción D de la pregunta 325,1
1301,326,A,Opción A de la pregunta 326,0
1302,326,B,Opción B de la pregunta 326,0
1303,326,C,Opción C de la pregunta 326,1
1304,326,D,Opción D de la pregunta 326,0
1305,327,A,Opción A de la pregunta 327,0
1306,327,B,Opción B de la pregunta 327,1
1307,327,C,Opción C de la pregunta 327,0
1308,327,D,Opción D de la pregunta 327,0
1309,328,A,Opción A de la pregunta 328,0
1310,328,B,Opción B de la pregunta 328,0
1311,328,C,Opción C de la pregunta 328,1
1312,328,D,Opción D de la pregunta 328,0
1313,329,A,Opción A de la pregunta 329,0
1314,329,B,Opción B de la pregunta 329,0
