pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 217: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 217,Opción B para pregunta 217,Opción C para pregunta 217,Opción D para pregunta 217,D,Comunicación escrita,Genérico,Genérica
"Pregunta 218: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 218,Opción B para pregunta 218,Opción C para pregunta 218,Opción D para pregunta 218,B,Lectura crítica,Genérico,Genérica
"Pregunta 219: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 219,Opción B para pregunta 219,Opción C para pregunta 219,Opción D para pregunta 219,C,Comunicación escrita,Genérico,Genérica
"Pregunta 220: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 220,Opción B para pregunta 220,Opción C para pregunta 220,Opción D para pregunta 220,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 221: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 221,Opción B para pregunta 221,Opción C para pregunta 221,Opción D para pregunta 221,D,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 222: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 222,Opción B para pregunta 222,Opción C para pregunta 222,Opción D para pregunta 222,C,Razonamiento cuantitativo,Administración,Específica
"Pregunta 223: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 223,Opción B para pregunta 223,Opción C para pregunta 223,Opción D para pregunta 223,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 224: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 224,Opción B para pregunta 224,Opción C para pregunta 224,Opción D para pregunta 224,A,Razonamiento cuantitativo,Salud,Específica
"Pregunta 225: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 225,Opción B para pregunta 225,Opción C para pregunta 225,Opción D para pregunta 225,D,Comunicación escrita,Administración,Específica
"Pregunta 226: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 226,Opción B para pregunta 226,Opción C para pregunta 226,Opción D para pregunta 226,C,Comunicación escrita,Genérico,Genérica
"Pregunta 227: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 227,Opción B para pregunta 227,Opción C para pregunta 227,Opción D para pregunta 227,A,Lectura crítica,Genérico,Genérica
"Pregunta 228: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 228,Opción B para pregunta 228,Opción C para pregunta 228,Opción D para pregunta 228,B,Inglés,Genérico,Genérica
"Pregunta 229: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 229,Opción B para pregunta 229,Opción C para pregunta 229,Opción D para pregunta 229,A,Inglés,Genérico,Genérica
"Pregunta 230: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 230,Opción B para pregunta 230,Opción C para pregunta 230,Opción D para pregunta 230,B,Comunicación escrita,Genérico,Genérica
"Pregunta 231: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 231,Opción B para pregunta 231,Opción C para pregunta 231,Opción D para pregunta 231,C,Comunicación escrita,Genérico,Genérica
"Pregunta 232: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 232,Opción B para pregunta 232,Opción C para pregunta 232,Opción D para pregunta 232,A,Inglés,Genérico,Genérica
"Pregunta 233: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 233,Opción B para pregunta 233,Opción C para pregunta 233,Opción D para pregunta 233,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 234: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 234,Opción B para pregunta 234,Opción C para pregunta 234,Opción D para pregunta 234,D,Inglés,Ciencias sociales,Específica
"Pregunta 235: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 235,Opción B para pregunta 235,Opción C para pregunta 235,Opción D para pregunta 235,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 236: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 236,Opción B para pregunta 236,Opción C para pregunta 236,Opción D para pregunta 236,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 237: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 237,Opción B para pregunta 237,Opción C para pregunta 237,Opción D para pregunta 237,B,Competencias ciudadanas,Administración,Específica
"Pregunta 238: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 238,Opción B para pregunta 238,Opción C para pregunta 238,Opción D para pregunta 238,B,Inglés,Genérico,Genérica
"Pregunta 239: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 239,Opción B para pregunta 239,Opción C para pregunta 239,Opción D para pregunta 239,D,Comunicación escrita,Salud,Específica
"Pregunta 240: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 240,Opción B para pregunta 240,Opción C para pregunta 240,Opción D para pregunta 240,D,Lectura crítica,Educación,Específica
"Pregunta 241: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 241,Opción B para pregunta 241,Opción C para pregunta 241,Opción D para pregunta 241,A,Inglés,Ciencias sociales,Específica
"Pregunta 242: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 242,Opción B para pregunta 242,Opción C para pregunta 242,Opción D para pregunta 242,A,Comunicación escrita,Educación,Específica
"Pregunta 243: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 243,Opción B para pregunta 243,Opción C para pregunta 243,Opción D para pregunta 243,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 244: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 244,Opción B para pregunta 244,Opción C para pregunta 244,Opción D para pregunta 244,B,Lectura crítica,Ciencias sociales,Específica
"Pregunta 245: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 245,Opción B para pregunta 245,Opción C para pregunta 245,Opción D para pregunta 245,A,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 246: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 246,Opción B para pregunta 246,Opción C para pregunta 246,Opción D para pregunta 246,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 247: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 247,Opción B para pregunta 247,Opción C para pregunta 247,Opción D para pregunta 247,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 248: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 248,Opción B para pregunta 248,Opción C para pregunta 248,Opción D para pregunta 248,D,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 249: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 249,Opción B para pregunta 249,Opción C para pregunta 249,Opción D para pregunta 249,A,Comunicación escrita,Genérico,Genérica
"Pregunta 250: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 250,Opción B para pregunta 250,Opción C para pregunta 250,Opción D para pregunta 250,A,Lectura crítica,Genérico,Genérica
"Pregunta 251: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 251,Opción B para pregunta 251,Opción C para pregunta 251,Opción D para pregunta 251,A,Lectura crítica,Educación,Específica
"Pregunta 252: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 252,Opción B para pregunta 252,Opción C para pregunta 252,Opción D para pregunta 252,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 253: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 253,Opción B para pregunta 253,Opción C para pregunta 253,Opción D para pregunta 253,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 254: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 254,Opción B para pregunta 254,Opción C para pregunta 254,Opción D para pregunta 254,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 255: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 255,Opción B para pregunta 255,Opción C para pregunta 255,Opción D para pregunta 255,D,Razonamiento cuantitativo,Administración,Específica
"Pregunta 256: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 256,Opción B para pregunta 256,Opción C para pregunta 256,Opción D para pregunta 256,B,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 257: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 257,Opción B para pregunta 257,Opción C para pregunta 257,Opción D para pregunta 257,C,Comunicación escrita,Genérico,Genérica
"Pregunta 258: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 258,Opción B para pregunta 258,Opción C para pregunta 258,Opción D para pregunta 258,C,Comunicación escrita,Genérico,Genérica
"Pregunta 259: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 259,Opción B para pregunta 259,Opción C para pregunta 259,Opción D para pregunta 259,C,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 260: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 260,Opción B para pregunta 260,Opción C para pregunta 260,Opción D para pregunta 260,D,Inglés,Genérico,Genérica
"Pregunta 261: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 261,Opción B para pregunta 261,Opción C para pregunta 261,Opción D para pregunta 261,A,Inglés,Ingeniería,Específica
"Pregunta 262: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 262,Opción B para pregunta 262,Opción C para pregunta 262,Opción D para pregunta 262,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 263: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 263,Opción B para pregunta 263,Opción C para pregunta 263,Opción D para pregunta 263,B,Lectura crítica,Ciencias sociales,Específica
"Pregunta 264: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 264,Opción B para pregunta 264,Opción C para pregunta 264,Opción D para pregunta 264,A,Inglés,Ciencias sociales,Específica
"Pregunta 265: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 265,Opción B para pregunta 265,Opción C para pregunta 265,Opción D para pregunta 265,A,Lectura crítica,Salud,Específica
"Pregunta 266: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 266,Opción B para pregunta 266,Opción C para pregunta 266,Opción D para pregunta 266,C,Inglés,Genérico,Genérica
"Pregunta 267: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 267,Opción B para pregunta 267,Opción C para pregunta 267,Opción D para pregunta 267,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 268: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 268,Opción B para pregunta 268,Opción C para pregunta 268,Opción D para pregunta 268,A,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 269: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 269,Opción B para pregunta 269,Opción C para pregunta 269,Opción D para pregunta 269,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 270: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 270,Opción B para pregunta 270,Opción C para pregunta 270,Opción D para pregunta 270,D,Comunicación escrita,Genérico,Genérica
"Pregunta 271: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 271,Opción B para pregunta 271,Opción C para pregunta 271,Opción D para pregunta 271,B,Lectura crítica,Genérico,Genérica
"Pregunta 272: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 272,Opción B para pregunta 272,Opción C para pregunta 272,Opción D para pregunta 272,B,Lectura crítica,Administración,Específica
"Pregunta 273: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 273,Opción B para pregunta 273,Opción C para pregunta 273,Opción D para pregunta 273,A,Lectura crítica,Genérico,Genérica
"Pregunta 274: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 274,Opción B para pregunta 274,Opción C para pregunta 274,Opción D para pregunta 274,B,Lectura crítica,Administración,Específica
"Pregunta 275: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 275,Opción B para pregunta 275,Opción C para pregunta 275,Opción D para pregunta 275,A,Inglés,Ingeniería,Específica
"Pregunta 276: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 276,Opción B para pregunta 276,Opción C para pregunta 276,Opción D para pregunta 276,B,Inglés,Ingeniería,Específica
"Pregunta 277: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 277,Opción B para pregunta 277,Opción C para pregunta 277,Opción D para pregunta 277,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 278: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 278,Opción B para pregunta 278,Opción C para pregunta 278,Opción D para pregunta 278,A,Lectura crítica,Genérico,Genérica
"Pregunta 279: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 279,Opción B para pregunta 279,Opción C para pregunta 279,Opción D para pregunta 279,D,Lectura crítica,Genérico,Genérica
"Pregunta 280: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 280,Opción B para pregunta 280,Opción C para pregunta 280,Opción D para pregunta 280,A,Razonamiento cuantitativo,Educación,Específica
"Pregunta 281: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 281,Opción B para pregunta 281,Opción C para pregunta 281,Opción D para pregunta 281,C,Razonamiento cuantitativo,Salud,Específica
"Pregunta 282: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 282,Opción B para pregunta 282,Opción C para pregunta 282,Opción D para pregunta 282,B,Inglés,Genérico,Genérica
"Pregunta 283: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 283,Opción B para pregunta 283,Opción C para pregunta 283,Opción D para pregunta 283,A,Lectura crítica,Genérico,Genérica
"Pregunta 284: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 284,Opción B para pregunta 284,Opción C para pregunta 284,Opción D para pregunta 284,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 285: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 285,Opción B para pregunta 285,Opción C para pregunta 285,Opción D para pregunta 285,B,Comunicación escrita,Genérico,Genérica
"Pregunta 286: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 286,Opción B para pregunta 286,Opción C para pregunta 286,Opción D para pregunta 286,D,Inglés,Ciencias sociales,Específica
"Pregunta 287: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 287,Opción B para pregunta 287,Opción C para pregunta 287,Opción D para pregunta 287,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 288: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 288,Opción B para pregunta 288,Opción C para pregunta 288,Opción D para pregunta 288,D,Lectura crítica,Administración,Específica
"Pregunta 289: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 289,Opción B para pregunta 289,Opción C para pregunta 289,Opción D para pregunta 289,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 290: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 290,Opción B para pregunta 290,Opción C para pregunta 290,Opción D para pregunta 290,C,Inglés,Genérico,Genérica
"Pregunta 291: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 291,Opción B para pregunta 291,Opción C para pregunta 291,Opción D para pregunta 291,D,Competencias ciudadanas,Salud,Específica
"Pregunta 292: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 292,Opción B para pregunta 292,Opción C para pregunta 292,Opción D para pregunta 292,C,Competencias ciudadanas,Salud,Específica
"Pregunta 293: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 293,Opción B para pregunta 293,Opción C para pregunta 293,Opción D para pregunta 293,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 294: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 294,Opción B para pregunta 294,Opción C para pregunta 294,Opción D para pregunta 294,B,Comunicación escrita,Genérico,Genérica
"Pregunta 295: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 295,Opción B para pregunta 295,Opción C para pregunta 295,Opción D para pregunta 295,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 296: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 296,Opción B para pregunta 296,Opción C para pregunta 296,Opción D para pregunta 296,B,Lectura crítica,Ingeniería,Específica
"Pregunta 297: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 297,Opción B para pregunta 297,Opción C para pregunta 297,Opción D para pregunta 297,A,Comunicación escrita,Genérico,Genérica
"Pregunta 298: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 298,Opción B para pregunta 298,Opción C para pregunta 298,Opción D para pregunta 298,C,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 299: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 299,Opción B para pregunta 299,Opción C para pregunta 299,Opción D para pregunta 299,B,Inglés,Genérico,Genérica
"Pregunta 300: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 300,Opción B para pregunta 300,Opción C para pregunta 300,Opción D para pregunta 300,A,Inglés,Genérico,Genérica
"Pregunta 301: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 301,Opción B para pregunta 301,Opción C para pregunta 301,Opción D para pregunta 301,A,Comunicación escrita,Genérico,Genérica
"Pregunta 302: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 302,Opción B para pregunta 302,Opción C para pregunta 302,Opción D para pregunta 302,D,Lectura crítica,Administración,Específica
"Pregunta 303: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 303,Opción B para pregunta 303,Opción C para pregunta 303,Opción D para pregunta 303,B,Comunicación escrita,Genérico,Genérica
"Pregunta 304: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 304,Opción B para pregunta 304,Opción C para pregunta 304,Opción D para pregunta 304,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 305: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 305,Opción B para pregunta 305,Opción C para pregunta 305,Opción D para pregunta 305,B,Inglés,Genérico,Genérica
"Pregunta 306: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 306,Opción B para pregunta 306,Opción C para pregunta 306,Opción D para pregunta 306,C,Competencias ciudadanas,Salud,Específica
"Pregunta 307: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 307,Opción B para pregunta 307,Opción C para pregunta 307,Opción D para pregunta 307,A,Comunicación escrita,Educación,Específica
"Pregunta 308: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 308,Opción B para pregunta 308,Opción C para pregunta 308,Opción D para pregunta 308,C,Competencias ciudadanas,Salud,Específica
"Pregunta 309: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 309,Opción B para pregunta 309,Opción C para pregunta 309,Opción D para pregunta 309,D,Lectura crítica,Genérico,Genérica
"Pregunta 310: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 310,Opción B para pregunta 310,Opción C para pregunta 310,Opción D para pregunta 310,D,Lectura crítica,Salud,Específica
"Pregunta 311: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 311,Opción B para pregunta 311,Opción C para pregunta 311,Opción D para pregunta 311,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 312: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 312,Opción B para pregunta 312,Opción C para pregunta 312,Opción D para pregunta 312,A,Comunicación escrita,Educación,Específica
"Pregunta 313: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 313,Opción B para pregunta 313,Opción C para pregunta 313,Opción D para pregunta 313,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 314: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 314,Opción B para pregunta 314,Opción C para pregunta 314,Opción D para pregunta 314,A,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 315: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 315,Opción B para pregunta 315,Opción C para pregunta 315,Opción D para pregunta 315,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 316: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 316,Opción B para pregunta 316,Opción C para pregunta 316,Opción D para pregunta 316,C,Inglés,Genérico,Genérica
"Pregunta 317: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 317,Opción B para pregunta 317,Opción C para pregunta 317,Opción D para pregunta 317,C,Comunicación escrita,Genérico,Genérica
"Pregunta 318: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 318,Opción B para pregunta 318,Opción C para pregunta 318,Opción D para pregunta 318,B,Comunicación escrita,Genérico,Genérica
"Pregunta 319: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 319,Opción B para pregunta 319,Opción C para pregunta 319,Opción D para pregunta 319,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 320: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 320,Opción B para pregunta 320,Opción C para pregunta 320,Opción D para pregunta 320,B,Comunicación escrita,Salud,Específica
"Pregunta 321: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 321,Opción B para pregunta 321,Opción C para pregunta 321,Opción D para pregunta 321,D,Comunicación escrita,Genérico,Genérica
"Pregunta 322: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 322,Opción B para pregunta 322,Opción C para pregunta 322,Opción D para pregunta 322,D,Inglés,Genérico,Genérica
"Pregunta 323: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 323,Opción B para pregunta 323,Opción C para pregunta 323,Opción D para pregunta 323,A,Razonamiento cuantitativo,Administración,Específica
"Pregunta 324: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 324,Opción B para pregunta 324,Opción C para pregunta 324,Opción D para pregunta 324,B,Lectura crítica,Ingeniería,Específica
"Pregunta 325: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 325,Opción B para pregunta 325,Opción C para pregunta 325,Opción D para pregunta 325,D,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 326: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 326,Opción B para pregunta 326,Opción C para pregunta 326,Opción D para pregunta 326,C,Inglés,Genérico,Genérica
"Pregunta 327: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 327,Opción B para pregunta 327,Opción C para pregunta 327,Opción D para pregunta 327,D,Inglés,Genérico,Genérica
"Pregunta 328: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 328,Opción B para pregunta 328,Opción C para pregunta 328,Opción D para pregunta 328,D,Comunicación escrita,Ingeniería,Específica
"Pregunta 329: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 329,Opción B para pregunta 329,Opción C para pregunta 329,Opción D para pregunta 329,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 330: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 330,Opción B para pregunta 330,Opción C para pregunta 330,Opción D para pregunta 330,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 331: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 331,Opción B para pregunta 331,Opción C para pregunta 331,Opción D para pregunta 331,D,Lectura crítica,Genérico,Genérica
"Pregunta 332: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 332,Opción B para pregunta 332,Opción C para pregunta 332,Opción D para pregunta 332,B,Inglés,Genérico,Genérica
"Pregunta 333: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 333,Opción B para pregunta 333,Opción C para pregunta 333,Opción D para pregunta 333,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 334: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 334,Opción B para pregunta 334,Opción C para pregunta 334,Opción D para pregunta 334,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 335: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 335,Opción B para pregunta 335,Opción C para pregunta 335,Opción D para pregunta 335,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 336: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 336,Opción B para pregunta 336,Opción C para pregunta 336,Opción D para pregunta 336,D,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 337: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 337,Opción B para pregunta 337,Opción C para pregunta 337,Opción D para pregunta 337,A,Lectura crítica,Genérico,Genérica
"Pregunta 338: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 338,Opción B para pregunta 338,Opción C para pregunta 338,Opción D para pregunta 338,B,Inglés,Salud,Específica
"Pregunta 339: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 339,Opción B para pregunta 339,Opción C para pregunta 339,Opción D para pregunta 339,B,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 340: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 340,Opción B para pregunta 340,Opción C para pregunta 340,Opción D para pregunta 340,B,Inglés,Administración,Específica
"Pregunta 341: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 341,Opción B para pregunta 341,Opción C para pregunta 341,Opción D para pregunta 341,C,Lectura crítica,Genérico,Genérica
"Pregunta 342: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 342,Opción B para pregunta 342,Opción C para pregunta 342,Opción D para pregunta 342,C,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 343: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 343,Opción B para pregunta 343,Opción C para pregunta 343,Opción D para pregunta 343,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 344: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 344,Opción B para pregunta 344,Opción C para pregunta 344,Opción D para pregunta 344,D,Comunicación escrita,Genérico,Genérica
"Pregunta 345: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 345,Opción B para pregunta 345,Opción C para pregunta 345,Opción D para pregunta 345,C,Lectura crítica,Genérico,Genérica
"Pregunta 346: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 346,Opción B para pregunta 346,Opción C para pregunta 346,Opción D para pregunta 346,B,Lectura crítica,Genérico,Genérica
"Pregunta 347: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 347,Opción B para pregunta 347,Opción C para pregunta 347,Opción D para pregunta 347,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 348: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 348,Opción B para pregunta 348,Opción C para pregunta 348,Opción D para pregunta 348,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 349: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 349,Opción B para pregunta 349,Opción C para pregunta 349,Opción D para pregunta 349,B,Competencias ciudadanas,Ingeniería,Específica
